Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,Product Type,CHANNEL,Bank code,POLICYRISKCOMMENCEMENTDATE,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category
1085,24,Mother,Business,"  44,000 ","  11,309 ",Monthly,"  300,000 ",Married,Non Medical,12,10,Durg,Chhattisgarh,490021,Traditional,Retail Agency,,12-10-2018,-,-,Technical Lapse,Paid Up,Document Tampering
1086,54,Wife,Service,"  850,000 ","  103,419 ",Quarterly,"  600,000 ",Married,Medical,12,10,Koduru,Karnataka,571234,Traditional,Retail Agency,,11-02-2019,-,-,Cancellation,Other Reason,Signature Forgery
1087,41,Wife,Service,"  320,000 ","  29,104 ",Yearly,"  240,000 ",Married,Non Medical,15,10,South Arcot,Tamil Nadu,607804,Traditional,Retail Agency,,20-02-2020,-,-,Inforce,-,Document Tampering
1088,47,Son,Service,"  2,600,000 ","  200,053 ",Yearly,"  1,256,000 ",Married,Medical,18,10,RANCHI,Jharkhand,834003,Traditional,Retail Agency,,27-12-2022,-,-,Cancellation,Other Reason,Signature Forgery
1089,42,Spouse,Service,"  1,100,000 ","  59,268 ",Yearly,"  660,000 ",Married,Non Medical,21,10,SANT RAVIDAS NAGAR,Uttar Pradesh,221304,Traditional,Retail Agency,,-,-,-,Cancellation,Other Reason,Document Tampering
1090,43,Wife,Service,"  600,000 ","  19,700 ",Yearly,"  840,000 ",Married,Non Medical,10,10,Palghat,Kerala,679502,Traditional,Bancassurance,1,19-04-2022,-,-,Withdrawal,Free Look Cancellation,Misselling 
1091,47,Spouse,Service,"  3,000,000 ","  64,205 ",Yearly,"  1,256,000 ",Married,Medical,27,10,RANCHI,Jharkhand,834003,Traditional,Retail Agency,,31-12-2022,-,-,Cancellation,Other Reason,Signature Forgery
1092,42,Spouse,Business,"  5,000,000 ","  53,086 ",Yearly,"  504,000 ",Married,Medical,30,10,-,-,-,Traditional,Institutional Alliance,,-,-,-,Cancellation,Other Reason,Document Tampering
1093,30,Wife,Business,"  1,250,000 ","  16,002 ",Yearly,"  420,000 ",Married,Non Medical,10,10,Deoria,Uttar Pradesh,274702,Traditional,Retail Agency,,28-02-2023,-,-,Inforce,-,Document Tampering
1094,42,Spouse,Retired,"  500,000 ","  44,638 ",Yearly,"  900,000 ",Married,Medical,10,10,CALCUTTA,West Bengal,700060,Traditional,Bancassurance,1,-,-,-,Cancellation,Other Reason,Impersonation
1095,42,Spouse,Service,"  2,500,000 ","  52,041 ",Yearly,"  900,000 ",Married,Non Medical,30,10,Medak,Telangana,502032,Traditional,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1096,45,Son,Service,"  6,000,000 ","  600,000 ",Yearly,"  700,000 ",Married,Non Medical,10,10,Howrah,West Bengal,711204,ULIP,Bancassurance,1,18-12-2019,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1097,37,Son,Service,"  6,000,000 ","  600,000 ",Yearly,"  3,000,000 ",Married,Non Medical,10,10,Bhiwani,Haryana,127310,ULIP,Bancassurance,1,09-04-2021,-,-,Cancellation,Other Reason,Document Tampering
1098,48,Husband,Service,"  15,000,000 ","  1,500,000 ",Yearly,"  6,000,000 ",Married,Medical,10,10,Murshidabad,West Bengal,742226,ULIP,Bancassurance,1,22-07-2021,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1099,49,Husband,Service,"  4,200,000 ","  600,000 ",Yearly,"  3,000,000 ",Married,Medical,10,10,HISAR,Haryana,125006,ULIP,Bancassurance,1,30-11-2021,-,-,Cancellation,Other Reason,Document Tampering
1100,38,Wife,Profession,"  7,000,000 ","  1,000,000 ",Yearly,"  6,000,000 ",Married,Non Medical,10,10,ERODE,Tamil Nadu,638458,ULIP,Bancassurance,1,30-12-2021,-,-,Cancellation,Other Reason,Signature Forgery
1101,36,Wife,Army,"  4,200,000 ","  600,000 ",Yearly,"  2,400,000 ",Married,Non Medical,30,10,MADURAI,Tamil Nadu,625107,ULIP,Bancassurance,1,28-02-2022,-,-,Lapse,Surrendered Reinvested Auto,Signature Forgery
1102,53,Son,Agriculturist,"  7,000,000 ","  1,000,000 ",Yearly,"  1,500,000 ",Married,Medical,10,10,MANDI,Himachal Pradesh,174401,ULIP,Bancassurance,1,29-04-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1103,46,Daughter,Service,"  4,200,000 ","  600,000 ",Yearly,"  6,000,000 ",Married,Non Medical,20,10,VISHAKAPATNAM,Andhra Pradesh,530017,ULIP,Retail Agency,,07-07-2022,-,-,Inforce,-,Document Tampering
1104,41,Father,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  800,000 ",Married,Non Medical,10,10,Mandi,Himachal Pradesh,174401,ULIP,Bancassurance,1,26-07-2022,-,-,Inforce,-,Document Tampering
1105,49,Spouse,Service,"  4,200,000 ","  600,000 ",Yearly,"  1,800,000 ",Married,Non Medical,10,10,SONIPAT,Haryana,131402,ULIP,Bancassurance,1,19-08-2022,-,-,Cancellation,Other Reason,Document Tampering
1106,45,Daughter,Service,"  7,000,000 ","  1,000,000 ",Yearly,"  2,500,000 ",Married,Non Medical,11,10,Ukkunagaram,Andhra Pradesh,530032,ULIP,Bancassurance,1,16-08-2022,-,-,Inforce,-,Document Tampering
1107,41,Father,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  1,600,000 ",Married,Non Medical,10,10,MANDI,Himachal Pradesh,175002,ULIP,Bancassurance,1,26-08-2022,-,-,Inforce,-,Document Tampering
1108,44,Spouse,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  3,000,000 ",Married,Non Medical,10,10,Shimla,Himachal Pradesh,171209,ULIP,Bancassurance,1,17-10-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1109,42,Mother,Service,"  4,200,000 ","  600,000 ",Yearly,"  6,000,000 ",Single,Non Medical,10,10,AGANAMPUDI,Andhra Pradesh,530046,ULIP,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1110,22,Mother,Student,"  7,000,000 ","  1,000,000 ",Yearly,"  7,200,000 ",Married,Non Medical,10,10,UKKUNAGARAM,Andhra Pradesh,530032,ULIP,Bancassurance,1,31-10-2022,-,-,Inforce,-,Document Tampering
1111,44,Daughter,Service,"  7,000,000 ","  1,000,000 ",Yearly,"  7,200,000 ",Married,Non Medical,10,10,UKKUNAGARAM,Andhra Pradesh,530032,ULIP,Bancassurance,1,07-11-2022,-,-,Inforce,-,Document Tampering
1112,34,Wife,Service,"  4,200,000 ","  600,000 ",Yearly,"  2,400,000 ",Married,Non Medical,10,10,AGANAMPUDI,Andhra Pradesh,530046,ULIP,Bancassurance,1,10-11-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1113,22,Mother,Service,"  4,200,000 ","  600,000 ",Yearly,"  1,450,000 ",Single,Non Medical,30,10,Nellore,Andhra Pradesh,524002,ULIP,Retail Agency,,24-11-2022,-,-,Inforce,-,Document Tampering
1114,39,Husband,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  1,350,000 ",Married,Non Medical,10,10,KULLU,Himachal Pradesh,175134,ULIP,Bancassurance,1,14-12-2022,-,-,Inforce,-,Document Tampering
1115,42,Wife,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  1,250,000 ",Married,Non Medical,10,10,KULLU,Himachal Pradesh,175136,ULIP,Bancassurance,1,19-12-2022,-,-,Inforce,-,Document Tampering
1116,54,Daughter,Agriculturist,"  750,000 ","  600,000 ",Single,"  1,200,000 ",Married,Medical,10,10,KULLU,Himachal Pradesh,175125,ULIP,Bancassurance,1,27-12-2022,-,-,Inforce,-,Document Tampering
1117,45,Sister,Service,"  4,200,000 ","  600,000 ",Yearly,"  1,500,000 ",Single,Non Medical,15,10,FARIDABAD,Haryana,121002,ULIP,Bancassurance,1,26-12-2022,-,-,Cancellation,Other Reason,Document Tampering
1118,28,Daughter,Service,"  7,000,000 ","  1,000,000 ",Yearly,"  2,500,000 ",widowed,Non Medical,10,10,VARANASI,Uttar Pradesh,221101,ULIP,Bancassurance,1,30-12-2022,-,-,Cancellation,Other Reason,Document Tampering
1119,54,Spouse,Service,"  4,200,000 ","  600,000 ",Yearly,"  1,000,000 ",Married,Medical,10,10,Bharuch,Gujarat,392001,ULIP,Bancassurance,1,30-01-2023,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1120,44,Wife,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  2,112,000 ",Married,Non Medical,10,10,SHIMLA,Himachal Pradesh,171206,ULIP,Bancassurance,1,09-01-2023,-,-,Inforce,-,Document Tampering
1121,46,Father,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  1,872,000 ",Married,Non Medical,10,10,Shimla,Himachal Pradesh,171206,ULIP,Bancassurance,1,08-02-2023,-,-,Inforce,-,Document Tampering
1122,26,Father,Service,"  4,200,000 ","  600,000 ",Yearly,"  1,600,000 ",Single,Non Medical,30,10,VISAKHAPATNAM,Andhra Pradesh,530044,ULIP,Retail Agency,,08-02-2023,-,-,Inforce,-,Document Tampering
1123,42,Spouse,Business,"  5,600,000 ","  800,000 ",Yearly,"  2,100,000 ",Married,Non Medical,10,10,DAVANGARE,Karnataka,577221,ULIP,Retail Agency,,-,-,-,Cancellation,Other Reason,Document Tampering
1124,42,Mother,Service,"  7,000,000 ","  1,000,000 ",Yearly,"  4,000,000 ",Married,Non Medical,10,10,GUNTUR,Andhra Pradesh,522201,ULIP,Retail Agency,,02-03-2023,-,-,Inforce,-,Document Tampering
1125,50,Spouse,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  2,400,000 ",Married,Non Medical,20,10,KULLU,Himachal Pradesh,175101,ULIP,Bancassurance,1,24-05-2023,-,-,Inforce,-,Document Tampering
1126,23,Mother,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  1,480,000 ",Single,Non Medical,10,10,MANDI,Himachal Pradesh,175050,ULIP,Bancassurance,1,07-06-2023,-,-,Inforce,-,Document Tampering
1127,35,Spouse,Profession,"  5,600,000 ","  800,000 ",Quarterly,"  4,200,000 ",Married,Non Medical,20,10,WEST GODAVARI DIST,Andhra Pradesh,534447,ULIP,Retail Agency,,21-07-2023,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1128,30,Father,Service,"  4,200,000 ","  600,000 ",Yearly,"  2,000,000 ",Married,Non Medical,20,10,CUDDALORE,Tamil Nadu,607807,ULIP,Retail Agency,,30-06-2023,-,-,Inforce,-,Document Tampering
1129,41,Wife,Service,"  4,200,000 ","  600,000 ",Yearly,"  2,400,000 ",Married,Medical,15,10,KARIM NAGAR,Telangana,505001,ULIP,Bancassurance,1,27-06-2023,-,-,Inforce,-,Document Tampering
1130,43,Son,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  1,500,000 ",Married,Non Medical,10,10,MANDI,Himachal Pradesh,175031,ULIP,Bancassurance,1,03-07-2023,-,-,Inforce,-,Document Tampering
1131,50,Spouse,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  2,400,000 ",Married,Non Medical,10,10,MANDI,Himachal Pradesh,175029,ULIP,Bancassurance,1,21-07-2023,-,-,Inforce,-,Document Tampering
1132,48,Brother,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  2,400,000 ",Single,Non Medical,15,10,KULLU,Himachal Pradesh,175101,ULIP,Bancassurance,1,27-07-2023,-,-,Inforce,-,Document Tampering
1133,27,Father,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  800,000 ",Single,Non Medical,10,10,Mandi,Himachal Pradesh,175027,ULIP,Bancassurance,1,28-07-2023,-,-,Inforce,-,Document Tampering
1134,54,Husband,Service,"  4,200,000 ","  600,000 ",Yearly,"  1,200,000 ",Married,Medical,10,10,GUWAHATI,Assam,781028,ULIP,Bancassurance,1,31-07-2023,-,-,Withdrawal,Free Look Cancellation,Signature Forgery
1135,41,Mother,Service,"  4,200,000 ","  600,000 ",Yearly,"  4,200,000 ",Married,Non Medical,20,10,-,-,-,ULIP,Retail Agency,,21-08-2023,-,-,Inforce,-,Document Tampering
1136,49,Husband,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  1,600,000 ",Married,Non Medical,10,10,BILASPUR,Himachal Pradesh,174027,ULIP,Bancassurance,1,17-08-2023,-,-,Inforce,-,Document Tampering
1137,48,Wife,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  2,400,000 ",Married,Non Medical,10,10,Kapurthala,Punjab,144703,ULIP,Bancassurance,1,20-09-2023,-,-,Inforce,-,Document Tampering
1138,53,Husband,Agriculturist,"  4,200,000 ","  600,000 ",Yearly,"  1,020,000 ",Married,Medical,10,10,Mandi,Himachal Pradesh,175005,ULIP,Bancassurance,1,26-09-2023,-,-,Inforce,-,Document Tampering
1139,42,Spouse,Service,"  4,200,000 ","  600,000 ",Yearly,"  1,500,000 ",Married,Non Medical,10,10,LUCKNOW,Uttar Pradesh,226024,ULIP,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1140,33,Father,Service,"  10,500,000 ","  1,500,000 ",Yearly,"  4,500,000 ",Married,Non Medical,10,10,Buland Shahar,Uttar Pradesh,203205,ULIP,Bancassurance,1,30-09-2023,-,-,Cancellation,Other Reason,Document Tampering
1141,42,Mother,Service,"  14,000,000 ","  2,000,000 ",Half yearly,"  5,000,000 ",Single,Medical,15,10,TRIVANDRUM,Kerala,695011,ULIP,Retail Agency,,-,-,-,Cancellation,Other Reason,Document Tampering
1142,42,Spouse,Business,"  35,000,000 ","  5,000,000 ",Yearly,"  100,000,000 ",Married,Medical,10,10,-,-,-,ULIP,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1143,42,Spouse,Retired,"  7,000,000 ","  1,000,000 ",Yearly,"  3,600,000 ",Married,Non Medical,10,10,NEW DELHI,Delhi,110022,ULIP,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1144,35,Son,Business,"  12,600,000 ","  1,800,000 ",Yearly,"  6,000,000 ",Married,Non Medical,20,10,Chennai,Tamil Nadu,600020,ULIP,Bancassurance,1,17-11-2023,-,-,Cancellation,Other Reason,Document Tampering
1145,46,Spouse,Business,"  9,450,000 ","  1,350,000 ",Yearly,"  6,000,000 ",Married,Non Medical,24,10,Ahmedabad,Gujarat,380058,ULIP,Bancassurance,1,29-11-2023,-,-,Inforce,-,Document Tampering
1146,34,Wife,Business,"  4,200,000 ","  600,000 ",Yearly,"  1,500,000 ",Married,Non Medical,30,10,PURI,Odisha,751014,ULIP,Retail Agency,,30-11-2023,-,-,Inforce,-,Document Tampering
1147,42,Spouse,Service,"  10,500,000 ","  1,500,000 ",Yearly,"  2,880,000 ",Married,Non Medical,10,10,SOUTH 24 PARGANAS,West Bengal,700104,ULIP,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1148,42,Spouse,Self-Employed,"  4,200,000 ","  600,000 ",Yearly,"  2,000,000 ",Married,Non Medical,10,10,Badaun,Uttar Pradesh,243601,ULIP,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1149,38,Spouse,Service,"  750,000 ","  600,000 ",Single,"  1,200,000 ",Married,Non Medical,10,10,East Champaran,Bihar,845417,ULIP,Bancassurance,1,12-02-2024,-,-,Inforce,-,Document Tampering
1150,42,Spouse,Service,"  4,200,000 ","  600,000 ",Yearly,"  1,800,000 ",Married,Medical,10,10,Patna,Bihar,800020,ULIP,Bancassurance,1,-,-,-,Cancellation,Other Reason,Signature Forgery
1151,39,Wife,Agriculturist,"  400,000 ","  50,974 ",Yearly,"  240,000 ",Married,Non Medical,15,10,Kanpur,Uttar Pradesh,208001,Traditional,Bancassurance,1,25-09-2018,-,-,Inforce,-,Misappropriating Funds
1152,12,Spouse,Business,"  236,000 ","  33,410 ",Yearly,"  504,000 ",Married,Non Medical,12,10,Amritsar,Punjab,143003,Traditional,Institutional Alliance,,03-03-2022,-,-,Cancellation,Other Reason,Misselling 
1153,47,Husband,Housewife,"  145,000 ","  24,155 ",Yearly,"  500,000 ",Married,Non Medical,12,10,Bhubaneswar,Odisha,751001,Traditional,Retail Agency,,21-06-2022,-,-,Inforce,-,Document Tampering
1154,48,Husband,Housewife,"  250,000 ","  41,593 ",Yearly,"  396,000 ",Married,Non Medical,12,10,MAYURBHANJ,Odisha,757023,Traditional,Retail Agency,,09-06-2022,-,-,Inforce,-,Signature Forgery
1155,34,Mother,Service,"  1,920,000 ","  293,636 ",Yearly,"  2,400,000 ",Married,Non Medical,12,10,AGANAMPUDI,Andhra Pradesh,530046,Traditional,Bancassurance,1,24-12-2022,-,-,Inforce,-,Document Tampering
1156,47,Spouse,Agriculturist,"  228,000 ","  31,305 ",Yearly,"  250,000 ",Married,Non Medical,15,10,Jyotiba Phule Nagar,Uttar Pradesh,244241,Traditional,Retail Agency,,28-12-2023,-,-,Cancellation,Other Reason,Claims Fraud
1157,28,Mother,Service,"  600,000 ","  60,000 ",Monthly,"  310,000 ",Single,Non Medical,10,10,Hyderabad,Telangana,500020,ULIP,Retail Agency,,10-09-2020,-,-,Lapse,Surrendered Reinvested Auto,Misappropriating Funds
1158,31,Father,Business,"  600,000 ","  60,000 ",Monthly,"  500,000 ",Single,Non Medical,15,10,Rohtak,Haryana,124001,ULIP,Retail Agency,,05-04-2023,-,-,Inforce,-,Signature Forgery
1159,37,Mother,Retired,"  240,000 ","  51,125 ",Yearly,"  240,000 ",Married,Non Medical,15,10,Kanpur,Uttar Pradesh,209306,Traditional,Bancassurance,1,31-05-2020,-,-,Technical Lapse,Paid Up,Misappropriating Funds
1160,42,Wife,Business,"  385,000 ","  52,250 ",Yearly,"  240,000 ",Married,Non Medical,15,10,Udaipur,Rajasthan,313203,Traditional,Bancassurance,6,31-05-2020,-,-,Cancellation,Other Reason,Signature Forgery
1161,27,Mother,Service,"  1,260,000 ","  153,375 ",Yearly,"  1,500,000 ",Married,Non Medical,15,10,Jaipur,Rajasthan,302015,Traditional,Retail Agency,,27-10-2020,-,-,Inforce,-,Misappropriating Funds
1162,34,Mother,Housewife,"  1,260,000 ","  153,375 ",Yearly,"  500,000 ",Married,Non Medical,15,10,Jaipur,Rajasthan,302015,Traditional,Retail Agency,,06-11-2020,-,-,Inforce,-,Misappropriating Funds
1163,28,Mother,Housewife,"  1,260,000 ","  153,375 ",Yearly,"  480,000 ",Married,Non Medical,15,10,Jaipur,Rajasthan,302015,Traditional,Retail Agency,,30-10-2020,-,-,Inforce,-,Misappropriating Funds
1164,30,Sister,Service,"  3,360,000 ","  418,000 ",Yearly,"  1,200,000 ",Single,Non Medical,15,10,Calcutta,West Bengal,700050,Traditional,Bancassurance,1,09-04-2021,-,-,Cancellation,Other Reason,Signature Forgery
1165,46,Wife,Defense Retired,"  385,000 ","  51,125 ",Yearly,"  420,000 ",Married,Non Medical,15,10,Auraiya,Uttar Pradesh,206255,Traditional,Bancassurance,1,16-06-2021,-,-,Inforce,-,Misappropriating Funds
1166,7,Spouse,Service,"  646,800 ","  102,410 ",Yearly,"  3,500,000 ",Married,Non Medical,12,10,MADURAI,Tamil Nadu,625706,Traditional,Bancassurance,1,22-11-2021,-,-,Cancellation,Other Reason,Document Tampering
1167,7,Spouse,Service,"  646,800 ","  102,410 ",Yearly,"  3,500,000 ",Married,Non Medical,12,10,MADURAI,Tamil Nadu,625706,Traditional,Bancassurance,1,23-11-2021,-,-,Cancellation,Other Reason,Document Tampering
1168,53,Son,Service,"  518,400 ","  98,160 ",Yearly,"  720,000 ",Married,Medical,12,10,BHIWANI,Haryana,127309,Traditional,Bancassurance,1,27-01-2022,-,-,Lapse, ,Document Tampering
1169,37,Wife,Business,"  840,000 ","  104,500 ",Yearly,"  480,000 ",Married,Non Medical,15,10,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,28-01-2022,-,-,Cancellation,Other Reason,Unauthorized activity
1170,45,Son,Service,"  780,000 ","  135,850 ",Yearly,"  3,500,000 ",Married,Non Medical,12,10,MADURAI,Tamil Nadu,625706,Traditional,Bancassurance,1,21-03-2022,-,-,Cancellation,Other Reason,Document Tampering
1171,42,Spouse,Business,"  420,000 ","  52,250 ",Yearly,"  360,000 ",Married,Non Medical,15,10,DEORIA,Uttar Pradesh,274201,Traditional,Retail Agency,,-,-,-,Cancellation,Other Reason,Document Tampering
1172,50,Wife,Agriculturist,"  1,800,000 ","  306,750 ",Yearly,"  1,020,000 ",Married,Medical,12,10,Mandi,Himachal Pradesh,175001,Traditional,Bancassurance,1,29-09-2022,-,-,Inforce,-,Document Tampering
1173,50,Wife,Service,"  300,000 ","  52,250 ",Yearly,"  552,000 ",Married,Non Medical,12,10,FARIDABAD,Haryana,121102,Traditional,Bancassurance,1,04-10-2022,-,-,Withdrawal,Free Look Cancellation,Document Tampering
1174,59,Husband,Business,"  960,000 ","  209,000 ",Yearly,"  730,000 ",Married,Medical,12,10,SOUTH 24 PARGANAS,West Bengal,700104,Traditional,Bancassurance,1,12-11-2022,-,-,Cancellation,Other Reason,Signature Forgery
1175,39,Daughter,Service,"  2,520,000 ","  306,750 ",Yearly,"  2,000,000 ",Married,Non Medical,15,10,AGANAMPUDI,Andhra Pradesh,530046,Traditional,Bancassurance,1,24-11-2022,-,-,Inforce,-,Document Tampering
1176,42,Spouse,Housewife,"  420,000 ","  52,250 ",Yearly,"  2,400,000 ",Married,Non Medical,15,10,Kanpur,Uttar Pradesh,208014,Traditional,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1177,30,Sister,Service,"  2,520,000 ","  418,000 ",Yearly,"  1,300,000 ",Married,Non Medical,12,10,TRIVANDRUM,Kerala,695020,Traditional,Bancassurance,1,21-03-2023,-,-,Cancellation,Other Reason,Document Tampering
1178,40,Wife,Agriculturist,"  2,801,000 ","  409,000 ",Yearly,"  1,250,000 ",Married,Non Medical,12,10,KULLU,Himachal Pradesh,175134,Traditional,Bancassurance,1,13-06-2023,-,-,Inforce,-,Document Tampering
1179,42,Spouse,Business,"  10,000,000 ","  20,149 ",Yearly,"  1,000,000 ",Married,Medical,40,10,UNNAO,Uttar Pradesh,209861,Traditional,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1180,40,Son,Profession,"  10,000,000 ","  22,075 ",Yearly,"  2,400,000 ",Married,Medical,30,10,Lucknow,Uttar Pradesh,226001,Traditional,Retail Agency,,02-12-2022,-,-,Cancellation,Other Reason,Document Tampering
1181,37,Daughter,Service,"  10,000,000 ","  40,722 ",Yearly,"  600,000 ",Married,Non Medical,48,10,VISHAKAPATNAM,Andhra Pradesh,530013,Traditional,Retail Agency,,11-04-2023,-,-,Technical Lapse,-,Document Tampering
1182,36,Husband,Profession,"  10,000,000 ","  75,208 ",Yearly,"  1,080,000 ",Married,Non Medical,34,10,WEST GODAVARI,Andhra Pradesh,534202,Traditional,Retail Agency,,04-04-2023,-,-,Inforce,-,Document Tampering
1183,47,Wife,Self-Employed,"  900,000 ","  12,659 ",Yearly,"  525,000 ",Married,Medical,23,10,AJMER,Rajasthan,305623,Traditional,Retail Agency,,05-11-2022,-,-,Lapse, ,Claims Fraud
1184,42,Spouse,Business,"  2,000,000 ","  7,458 ",Yearly,"  480,000 ",Married,Medical,5,10,PILIBHIT,Uttar Pradesh,262001,Traditional,Institutional Alliance,,-,-,-,Cancellation,Other Reason,Document Tampering
1185,18,Mother,Business,"  900,000 ","  10,461 ",Yearly,"  500,000 ",Single,Non Medical,35,10,Rajsamand,Rajasthan,313331,Traditional,Retail Agency,,13-02-2023,-,-,Cancellation,Other Reason,Claims Fraud
1186,48,Wife,Retired,0 ,"  2,000,000 ",Single,"  600,000 ",Married,Non Medical,72,10,LUCKNOW,Uttar Pradesh,226002,Pension,Bancassurance,1,12-10-2022,-,-,Cancellation,Other Reason,Misselling 
1187,59,Wife,Service,0 ,"  2,000,000 ",Single,"  3,000,000 ",Married,Non Medical,61,10,DHANBAD,Jharkhand,826001,Pension,Bancassurance,1,26-12-2022,-,-,Inforce,-,Signature Forgery
1188,68,Mother,Retired,0 ,"  389,698 ",Single,"  2,000,000 ",Married,Non Medical,52,10,Gautam Buddha Nagar,Uttar Pradesh,201310,Pension,Mail and Others,,03-02-2023,-,-,Cancellation,Other Reason,Signature Forgery
1189,67,Husband,Retired,0 ,"  587,882 ",Single,"  420,000 ",Married,Non Medical,53,10,NEW DELHI,Delhi,110085,Pension,Mail and Others,,17-04-2023,-,-,Cancellation,Other Reason,Signature Forgery
1190,73,Daughter,Retired,0 ,"  310,167 ",Single,"  45,000 ",Married,Non Medical,10,10,Delhi,Delhi,110075,Pension,Mail and Others,,06-06-2023,06-05-2023,03-01-2024,Claim,Intimated Death Claim-Annuity,Signature Forgery
1191,76,Wife,Retired,0 ,"  223,903 ",Single,"  600,000 ",Married,Non Medical,44,10,Anantapur,Andhra Pradesh,515201,Pension,Mail and Others,,29-09-2023,-,-,Inforce,-,Signature Forgery
1192,55,Son,Service,"  2,200,000 ","  210,101 ",Yearly,"  1,200,000 ",Married,Non Medical,26,10,Ghaziabad,Uttar Pradesh,201008,Traditional,Bancassurance,1,08-04-2022,-,-,Cancellation,Other Reason,Signature Forgery
1193,28,Father,Service,"  2,200,000 ","  209,000 ",Yearly,"  552,000 ",Single,Non Medical,26,10,PAURI GARHWAL,Uttarakhand,246174,Traditional,Retail Agency,,30-05-2022,-,-,Cancellation,Other Reason,Impersonation
1194,28,Father,Business,"  1,100,000 ","  104,500 ",Yearly,"  600,000 ",Single,Non Medical,23,10,AMRITSAR,Punjab,143001,Traditional,Retail Agency,,25-05-2022,-,-,Cancellation,Other Reason,Signature Forgery
1195,25,Spouse,Service,"  10,516,000 ","  977,510 ",Yearly,"  60,000,000 ",Married,Medical,26,10,VISHAKAPATNAM,Andhra Pradesh,530017,Traditional,Retail Agency,,27-07-2022,-,-,Inforce,-,Document Tampering
1196,45,Son,Service,"  2,200,000 ","  209,000 ",Yearly,"  3,500,000 ",Married,Medical,36,10,MADURAI,Tamil Nadu,625706,Traditional,Bancassurance,1,16-08-2022,-,-,Cancellation,Other Reason,Document Tampering
1197,51,Husband,Housewife,"  3,146,000 ","  292,435 ",Yearly,"  1,000,000 ",Married,Medical,26,10,VISAKHAPATNAM,Andhra Pradesh,530047,Traditional,Retail Agency,,13-09-2022,-,-,Inforce,-,Document Tampering
1198,40,Son,Profession,"  3,300,000 ","  313,500 ",Yearly,"  2,400,000 ",Married,Non Medical,26,10,Lucknow,Uttar Pradesh,226001,Traditional,Retail Agency,,28-10-2022,-,-,Cancellation,Other Reason,Document Tampering
1199,42,Spouse,Business,"  2,200,000 ","  209,000 ",Yearly,"  540,000 ",Married,Medical,26,10,SINGRAULI,Madhya Pradesh,486886,Traditional,Retail Agency,,-,-,-,Cancellation,Other Reason,Document Tampering
1200,38,Wife,Business,"  1,100,000 ","  104,500 ",Yearly,"  640,000 ",Married,Non Medical,26,10,NADIA,West Bengal,741123,Traditional,Retail Agency,,15-11-2022,-,-,Cancellation,Other Reason,Document Tampering
1201,42,Spouse,Service,"  5,500,000 ","  522,500 ",Yearly,"  4,200,000 ",Married,Non Medical,36,10,BANGALORE,Karnataka,560062,Traditional,Retail Agency,,-,-,-,Cancellation,Other Reason,Document Tampering
1202,55,Spouse,Agriculturist,"  3,300,000 ","  306,750 ",Yearly,"  1,800,000 ",Married,Non Medical,23,10,MANDI,Himachal Pradesh,171304,Traditional,Bancassurance,1,12-01-2023,-,-,Inforce,-,Document Tampering
